song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
72,277840,0.000336,0.2106946137865761,0.8540000000000001,0.000177,9,0.162,-3.868,1,0.0483,89.4,4,0.368
71,238400,0.000671,0.1760234456209471,0.843,0.0008029999999999,1,0.348,-3.318,0,0.0488,140.055,3,0.332
70,207213,0.00018,0.1294829149127732,0.959,0.00144,8,0.0584,-4.664,1,0.0819999999999999,127.831,4,0.416
65,218000,6.94e-06,0.5847400738660518,0.965,0.0004019999999999,2,0.11,-4.232,1,0.05,136.018,4,0.349
69,299533,0.000249,0.2120782384521502,0.853,0.000246,7,0.118,-4.647,0,0.0854,141.58100000000002,4,0.179
66,247266,3.32e-05,0.6489336538116569,0.894,0.171,11,0.267,-4.682,0,0.0572,82.305,3,0.31
94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
98,212500,0.153,0.1699382813285154,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591
59,185282,0.0983,0.7993387769048611,0.497,0.0,1,0.0906,-6.94,1,0.052,127.965,4,0.634
73,199230,0.0557,0.155866365491593,0.7659999999999999,0.00107,11,0.146,-6.08,1,0.054,94.973,4,0.303
94,180000,0.346,0.1715216568051553,0.7170000000000001,0.0,2,0.105,-4.722,1,0.0337,100.027,4,0.249
87,179693,0.352,0.1620068879758022,0.703,0.0,4,0.331,-4.178999999999999,0,0.107,166.043,4,0.667
73,235720,0.0348,0.1848991046520165,0.63,6.72e-06,7,0.0964,-3.932,1,0.0797,100.04,4,0.184
85,223583,0.235,0.3159173907012567,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.6629999999999999
61,243487,0.1169999999999999,0.6203726077243852,0.884,0.0,0,0.104,-6.279,1,0.131,74.992,4,0.8540000000000001
58,210865,0.716,0.6233882357444485,0.584,0.000321,11,0.115,-8.467,0,0.318,169.97799999999998,4,0.6459999999999999
92,204664,0.00381,0.8,0.578,0.0,4,0.359,-5.144,0,0.0485,143.01,4,0.367
83,215151,0.266,0.1932669594379527,0.74,0.0,11,0.0992,-4.566,0,0.283,130.04,4,0.674
57,202373,0.107,0.7304854885341904,0.66,0.0,1,0.121,-5.626,0,0.12,83.82799999999999,4,0.7190000000000001
44,162733,0.00397,0.980947075886615,0.748,0.0,5,0.174,-5.959,0,0.139,132.035,4,0.158
47,157461,0.0526,0.8984788650395573,0.7340000000000001,2.48e-06,10,0.242,-4.008,1,0.046,161.971,4,0.346
54,170997,0.2319999999999999,0.7762822491475897,0.778,0.0,9,0.244,-4.101,0,0.177,160.099,4,0.7090000000000001
47,188440,0.0255,0.801183623340191,0.687,0.000207,11,0.124,-4.632,0,0.2,173.747,4,0.777
64,253714,0.0257,0.602411600911217,0.402,0.0,8,0.0804,-7.569,0,0.451,139.998,4,0.62
56,272000,0.902,0.6679291558972509,0.675,0.267,10,0.11,-7.555,1,0.0485,119.941,4,0.129
49,174000,0.5710000000000001,0.9425308234640548,0.652,0.85,4,0.1939999999999999,-10.558,1,0.0302,115.031,4,0.594
65,209573,0.921,0.471,0.179,0.0,9,0.1009999999999999,-10.273,1,0.089,174.273,4,0.1939999999999999
52,202754,0.0857,0.9502344291714102,0.545,0.000499,0,0.0756,-6.466,0,0.0625,96.035,4,0.415
61,178009,0.0646,0.5786929924336205,0.606,0.391,5,0.281,-7.093,1,0.149,118.051,4,0.732
65,169251,0.149,0.4096452692896981,0.649,7.63e-05,11,0.103,-5.26,0,0.192,164.002,4,0.948
77,220826,0.1369999999999999,0.4440562546968714,0.635,7.85e-06,5,0.245,-5.718999999999999,0,0.138,103.029,4,0.777
95,217822,0.172,0.4783067063914504,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286
95,253390,0.099,0.1374280751314758,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
74,217652,0.267,0.4211020097594877,0.626,1.31e-05,6,0.275,-5.138999999999999,1,0.103,109.989,4,0.5710000000000001
77,199095,0.3979999999999999,0.1766188853824415,0.579,2.28e-05,2,0.133,-4.0360000000000005,1,0.0321,105.031,4,0.349
45,185743,0.0749,0.8296083425786676,0.906,0.000123,4,0.12,-1.49,0,0.0566,93.013,4,0.611
52,166253,0.00245,0.695,0.818,3.36e-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599
38,234373,0.00323,0.2215201940386561,0.847,0.0,9,0.0551,-3.574,1,0.0659,92.046,4,0.65
46,193846,0.271,0.9216490257578214,0.841,2.6e-05,9,0.108,-4.288,1,0.0633,104.01,4,0.823
44,208800,0.425,0.7715506417627285,0.546,0.0,7,0.0809,-9.504,1,0.207,147.173,4,0.952
75,211437,0.102,0.1894821873656111,0.789,0.0,1,0.309,-4.695,0,0.0949,92.018,4,0.619
75,202853,0.181,0.275523089224278,0.713,0.0,1,0.0572,-3.646,0,0.094,132.109,4,0.69
45,198386,0.0797,0.9217262437435366,0.481,0.0,2,0.239,-8.6,1,0.0396,121.046,4,0.7609999999999999
53,224413,0.235,0.7103603757735569,0.7509999999999999,0.0,8,0.11,-5.812,0,0.0675,129.937,4,0.708
38,218448,0.00694,0.1698335991102925,0.616,0.00237,5,0.283,-4.599,0,0.0415,127.023,4,0.6970000000000001
60,176702,0.196,0.7572354597739501,0.965,0.0002009999999999,1,0.3229999999999999,-1.396,1,0.178,120.902,4,0.507
39,133120,0.108,0.703,0.617,5.610000000000001e-05,7,0.271,-8.732000000000001,1,0.0731,123.159,4,0.435
88,201526,0.165,0.1639827160814299,0.895,0.0,1,0.0501,-3.112,0,0.0589,94.968,4,0.794
77,216689,0.0983,0.4575335750391542,0.557,0.0,1,0.0565,-7.522,0,0.134,133.247,5,0.6609999999999999
68,226183,0.0705,0.5716935642436732,0.738,0.0,9,0.043,-3.67,1,0.207,94.808,4,0.63
46,215003,0.0079,0.9217655492596374,0.825,0.0,8,0.129,-4.056,1,0.0798,99.866,4,0.621
44,175239,0.0429,0.7917843047054612,0.725,0.0,7,0.108,-5.445,0,0.0571,126.035,4,0.76
37,161093,0.00436,0.217725605654498,0.779,0.0,11,0.121,-4.657,0,0.0647,119.974,4,0.451
53,182224,0.149,0.7768306281470806,0.563,0.0,10,0.0568,-8.329,0,0.0795,91.998,4,0.62
65,215421,0.0507,0.7221112398930488,0.8009999999999999,0.0,7,0.0645,-5.407,0,0.0723,166.16,4,0.74
68,196018,0.265,0.7684685707080929,0.437,6.979999999999999e-05,5,0.126,-7.867999999999999,1,0.0509,90.00299999999999,4,0.47
59,204453,0.133,0.494,0.7290000000000001,0.0,2,0.143,-4.934,1,0.161,78.833,4,0.421
43,229038,0.0199,0.7830891729040763,0.58,0.0,5,0.0619,-5.612,1,0.0414,84.98,4,0.294
53,191906,0.369,0.8941077783130869,0.685,0.0,10,0.0817,-3.232,0,0.174,185.502,4,0.546
54,237860,0.0762,0.8867979509811947,0.823,3.13e-05,5,0.1119999999999999,-2.436,1,0.0567,175.921,4,0.4039999999999999
84,217288,0.0185,0.4723849620160808,0.8590000000000001,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,0.926
44,202574,0.586,0.9918048237214828,0.765,6.890000000000001e-05,1,0.0966,-5.732,1,0.0474,100.934,4,0.489
40,167823,0.569,0.7137571235228146,0.7140000000000001,0.0101,7,0.0716,-6.1770000000000005,1,0.0767,92.375,4,0.836
41,241135,0.0652,0.810204894503405,0.8370000000000001,4.52e-05,7,0.0699,-4.488,1,0.099,105.026,4,0.813
37,194011,0.118,0.2303077533598219,0.7929999999999999,6.07e-05,2,0.2269999999999999,-5.032,0,0.0546,109.921,4,0.434
79,236133,0.00249,0.153352435635432,0.77,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.6809999999999999
74,267266,0.2019999999999999,0.8909999999999999,0.7140000000000001,0.000234,4,0.0521,-6.055,0,0.14,100.972,4,0.818
10,241933,0.159,0.0127783890842917,0.6659999999999999,0.0,9,0.302,-5.899,1,0.0566,129.995,4,0.708
60,198813,0.0279,0.4322889849242549,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923
70,300026,0.342,0.4027085676737815,0.8320000000000001,0.000428,11,0.242,-2.388,0,0.342,117.298,4,0.5489999999999999
79,250373,0.0183,0.1988830883721417,0.7909999999999999,0.0,2,0.0388,-4.699,1,0.1119999999999999,105.018,4,0.583
76,338853,0.071,0.3240225135423847,0.862,0.0,11,0.211,-3.363,0,0.255,159.841,4,0.478
84,218093,0.284,0.4134474819758192,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
77,216666,0.217,0.2380641153066203,0.885,0.0,1,0.086,-4.432,0,0.0436,97.03,4,0.768
84,239600,0.145,0.4741700567240096,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
74,246026,0.132,0.2637105534797842,0.7190000000000001,1.79e-06,7,0.0662,-6.212000000000001,0,0.0435,117.513,4,0.7120000000000001
73,202533,0.0653,0.421,0.873,0.0,10,0.123,-4.343,1,0.0565,84.803,4,0.63
85,269560,0.922,0.4047091772823675,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,4,0.331
78,259933,0.154,0.2777079428702187,0.64,0.0,0,0.154,-5.862,1,0.0275,79.297,4,0.499
78,231240,0.00882,0.2032619962383377,0.622,0.0,1,0.37,-5.794,0,0.0334,80.003,4,0.484
69,245960,0.235,0.1515231839498249,0.92,0.0003529999999999,4,0.552,-1.357,0,0.201,188.899,4,0.45
75,188960,0.00165,0.2974842374577284,0.741,0.0303,0,0.114,-5.406000000000001,1,0.0334,131.0,4,0.4039999999999999
76,235213,0.103,0.4747981363260496,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.52600000000001,4,0.965
71,199693,0.0746,0.4723554050539961,0.8320000000000001,1.27e-06,2,0.291,-2.741,0,0.1159999999999999,120.032,4,0.735
71,223933,0.0439,0.3122611805961994,0.6940000000000001,3.67e-06,11,0.18,-5.745,0,0.1889999999999999,146.075,4,0.581
77,242733,0.0584,0.1397076532000296,0.583,0.0,7,0.0519,-5.562,0,0.0789,117.0,4,0.964
69,252160,0.143,0.659,0.696,0.0,3,0.13,-4.291,1,0.071,86.001,4,0.665
76,261426,0.173,0.4955319650776209,0.698,0.0,10,0.0789,-4.51,1,0.0244,94.023,4,0.529
65,237120,0.0142,0.45910620115923,0.743,2.12e-05,2,0.237,-5.995,1,0.141,127.046,4,0.804
73,200400,0.031,0.4617903479547041,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
77,244506,0.0572,0.2030528658903556,0.7759999999999999,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.427
80,256733,0.235,0.2246482822131379,0.578,0.0,7,0.118,-8.97,0,0.0922,94.514,4,0.556
73,238560,0.578,0.1256717174515259,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992
54,203306,0.00611,0.7202527110205326,0.7,0.0,7,0.0295,-4.934,1,0.0876,122.035,4,0.625
75,204160,0.0295,0.2733031102532316,0.963,0.0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,0.7879999999999999
69,198053,0.00761,0.3971022995375731,0.7709999999999999,0.0,4,0.087,-2.451,1,0.0725,125.011,4,0.873
79,253813,0.03,0.649,0.552,6.47e-06,1,0.111,-5.419,0,0.0292,89.969,4,0.158
67,204000,6.790000000000001e-05,0.4554867482303275,0.9,0.0,0,0.358,-4.417,1,0.0482,149.937,4,0.484
76,224400,0.073,0.4437922616770086,0.695,0.0,11,0.0889,-5.226,1,0.0622,139.0,4,0.235
75,252306,0.192,0.4838077450208958,0.939,0.0,8,0.298,-3.2060000000000004,1,0.161,129.023,4,0.529
72,193213,0.0383,0.3561987830732694,0.584,0.0,1,0.188,-5.292999999999999,1,0.296,193.437,4,0.272
81,262466,0.188,0.3236984918128341,0.6559999999999999,0.0,5,0.146,-5.886,1,0.0357,104.036,4,0.225
63,242013,0.00727,0.605675896453756,0.899,0.2189999999999999,1,0.0979,-5.957999999999999,1,0.0637,119.011,4,0.545
77,258826,0.0208,0.4650688515729634,0.7859999999999999,0.0,2,0.188,-3.142,0,0.0301,123.052,4,0.573
78,270506,0.142,0.1065231039583722,0.805,0.0,4,0.0771,-5.946000000000001,0,0.2689999999999999,94.946,4,0.615
72,211920,0.00498,0.1173436796871733,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999
62,254040,0.0533,0.524,0.904,0.0,8,0.7759999999999999,-2.071,1,0.3979999999999999,161.188,4,0.655
77,211160,0.3,0.2954713023335262,0.8340000000000001,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894
77,288333,0.575,0.2364853103178821,0.653,0.0,8,0.104,-6.582000000000001,0,0.176,73.884,4,0.565
77,248413,0.0426,0.3602344175530619,0.8109999999999999,1.07e-06,6,0.1009999999999999,-8.966000000000001,0,0.038,116.047,4,0.862
75,249533,0.0161,0.2202624388334138,0.687,0.0,9,0.261,-6.162000000000001,0,0.0709,150.053,4,0.467
78,203786,0.042,0.4814509914406371,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.8420000000000001
77,259333,0.00577,0.2703663357943709,0.8009999999999999,0.0,5,0.0822,-6.332999999999999,1,0.0399,100.013,4,0.63
74,221360,0.407,0.1289327768305571,0.422,0.0,5,0.107,-6.2620000000000005,1,0.0342,119.964,4,0.349
65,215160,0.000304,0.7431046479850156,0.8859999999999999,2.26e-06,11,0.257,-3.1060000000000003,1,0.045,126.012,4,0.445
76,196160,0.236,0.1917846019700647,0.8320000000000001,1.12e-05,1,0.2019999999999999,-4.862,0,0.0406,107.661,4,0.872
69,244826,0.0825,0.655,0.488,1.16e-06,1,0.221,-9.17,1,0.22,91.025,4,0.7909999999999999
67,192426,0.0407,0.5858268324170077,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.908
77,223440,0.257,0.2338139425515623,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,4,0.6759999999999999
81,203346,0.00172,0.1219533000966285,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.374
52,221920,0.0411,0.7122708883616492,0.923,0.0,0,0.1119999999999999,-5.908,1,0.0482,116.012,4,0.682
60,236373,0.0204,0.7058289997873504,0.6990000000000001,0.0,8,0.0614,-5.221,1,0.0449,116.029,4,0.733
65,252853,0.0328,0.4575969280852268,0.629,0.0,9,0.183,-4.78,1,0.0287,173.794,4,0.358
69,216600,0.0007379999999999,0.2697259393000296,0.959,0.000206,7,0.209,-2.4330000000000003,1,0.102,163.983,4,0.67
76,210200,0.263,0.2081695225604067,0.609,0.00101,11,0.233,-7.519,0,0.037,95.982,3,0.482
79,230760,0.00552,0.472138232738009,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173
83,262533,0.2689999999999999,0.64,0.743,0.0,10,0.1009999999999999,-4.08,1,0.0379,122.035,4,0.361
69,218520,0.255,0.2756457158727444,0.894,0.0,10,0.181,-4.592,1,0.0544,142.05100000000002,4,0.364
73,199946,0.271,0.3225435541453034,0.7490000000000001,0.0,6,0.119,-3.318,0,0.0405,147.905,4,0.29
72,298853,0.107,0.427864990718626,0.889,0.0,2,0.3389999999999999,-3.073,1,0.322,99.931,4,0.436
31,224946,0.0251,0.0039287900360554,0.8079999999999999,5.37e-06,6,0.12,-4.614,1,0.0511,110.063,4,0.746
81,228706,0.603,0.1042954761661721,0.445,6.77e-06,7,0.104,-9.129,1,0.106,118.393,3,0.166
67,209360,0.0392,0.7905026478548581,0.696,0.0,2,0.127,-6.192,1,0.0265,112.024,4,0.354
76,241853,0.0187,0.4040749864085325,0.8029999999999999,0.0,8,0.136,-5.412000000000001,0,0.0413,151.994,4,0.4
63,221626,0.3879999999999999,0.7978622940238618,0.598,2.22e-06,6,0.183,-3.751,0,0.263,96.933,4,0.922
75,219493,0.254,0.3496338083603874,0.584,0.0,5,0.123,-5.362,0,0.0314,140.039,4,0.136
67,191666,0.0012699999999999,0.8059999999999999,0.902,0.0,11,0.212,-3.387,0,0.0475,128.94299999999998,4,0.961
73,175093,0.0066599999999999,0.1476832295692473,0.939,0.0,1,0.139,-3.127,1,0.126,177.75099999999998,4,0.893
63,217760,0.0079099999999999,0.7708849987012556,0.862,0.0,0,0.133,-5.13,0,0.0695,154.746,4,0.462
68,234000,0.126,0.615854346514547,0.597,0.0001149999999999,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
73,234173,0.512,0.2088580211053279,0.7,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.5489999999999999
64,204853,0.017,0.4544768739735046,0.922,0.0,3,0.102,-2.602,1,0.0411,156.063,4,0.5670000000000001
67,206520,0.00166,0.550649033059401,0.94,0.0,1,0.178,-4.012,0,0.0635,149.934,4,0.505
78,249626,0.0206,0.3254695502510651,0.7290000000000001,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687
48,222000,0.327,0.8516531563286348,0.431,0.0,0,0.0986,-9.74,1,0.0293,106.546,4,0.181
68,251160,0.324,0.4106523649300514,0.879,0.0,8,0.376,-3.176,1,0.0328,105.015,4,0.899
24,275253,0.439,0.82,0.7170000000000001,0.00107,8,0.236,-6.191,1,0.0722,104.005,4,0.843
67,207466,0.211,0.6598926929532671,0.8,0.000723,5,0.047,-5.158,1,0.0329,118.921,4,0.967
29,216706,0.0838,0.0801222188702092,0.731,0.0,6,0.0556,-4.419,0,0.0308,97.007,4,0.973
66,215493,0.0893,0.6622049646679871,0.809,0.0,1,0.183,-10.201,1,0.0511,100.839,4,0.964
63,267000,0.254,0.7905934409121486,0.88,0.00146,8,0.0475,-2.972,1,0.0628,124.12,4,0.915
71,243413,0.0426,0.1804401772345806,0.777,3.68e-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961
71,198786,0.078,0.4340354546142028,0.917,0.0,0,0.065,-4.897,1,0.115,130.04,4,0.889
59,252933,0.141,0.4993221391997132,0.8740000000000001,0.0584,2,0.1119999999999999,-7.157,1,0.0474,123.179,4,0.8590000000000001
66,232880,0.622,0.5163596455462965,0.977,0.0,1,0.3279999999999999,-3.57,1,0.0615,138.264,4,0.8009999999999999
58,199316,0.833,0.6677371415507045,0.601,0.0242,10,0.131,-5.2410000000000005,1,0.0349,143.542,4,0.905
11,277600,0.0306,0.5660000000000001,0.911,0.0247,4,0.0574,-9.458,0,0.0791,193.538,4,0.638
61,164120,0.455,0.5456071217351285,0.688,0.0,7,0.072,-6.053,1,0.0372,179.842,4,0.813
84,218093,0.284,0.3558323024971467,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
77,189440,0.0179,0.2077714226484335,0.687,1.17e-05,11,0.128,-4.8180000000000005,0,0.0584,104.959,4,0.308
74,254720,0.419,0.4922303446415148,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77
70,239400,0.135,0.4020275963470033,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906
56,272546,0.743,0.7493474561201706,0.728,0.0537,7,0.0835,-6.937,1,0.034,124.092,4,0.963
80,228200,0.208,0.1667561368361304,0.802,0.0,2,0.123,-4.79,1,0.148,177.93599999999998,4,0.863
54,203173,0.414,0.773337952535586,0.884,0.00015,6,0.0701,-9.267,0,0.0586,119.574,4,0.933
60,443480,0.779,0.6847651209491066,0.61,6.54e-06,11,0.267,-6.641,0,0.103,93.658,4,0.826
77,192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753
52,162213,0.337,0.7069907213574611,0.416,0.7909999999999999,5,0.0452,-17.795,0,0.244,90.148,4,0.8170000000000001
51,212893,0.00487,0.7944060230127228,0.7140000000000001,0.298,2,0.3339999999999999,-8.045,1,0.0279999999999999,124.26,4,0.76
62,249506,0.422,0.6480889211447268,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965
57,172733,0.0699,0.6317882442766433,0.7509999999999999,0.0007379999999999,0,0.208,-12.823,1,0.0494,156.509,4,0.8859999999999999
4,319560,0.318,0.2257880155839869,0.526,0.0,2,0.1159999999999999,-6.361000000000001,1,0.0259,90.02,4,0.43
56,262160,0.0485,0.6779909379452713,0.631,0.00316,2,0.0349,-5.314,1,0.115,97.927,4,0.6629999999999999
65,212000,0.0854,0.5724251821668093,0.835,1.97e-06,7,0.0365,-5.731,1,0.0351,142.942,4,0.8959999999999999
74,343413,0.1989999999999999,0.3163545098661006,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815
7,238680,0.0151,0.0572484019013438,0.757,5.260000000000001e-05,2,0.187,-5.351,1,0.165,127.052,4,0.8109999999999999
73,243160,0.00411,0.425,0.954,0.0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933
43,378373,0.1119999999999999,0.8840133292603535,0.73,0.00267,10,0.263,-8.461,0,0.0639,106.806,4,0.778
58,351400,0.652,0.4550303186301958,0.331,1.16e-05,9,0.235,-17.718,0,0.27,170.60299999999998,3,0.437
